rated,winner,increment_code,white_rating,black_rating,victory_status_draw,victory_status_mate,victory_status_outoftime,victory_status_resign,moves_num,opening_num,midMoves_num,pca1,pca2
0.0,white,0.08333333333333334,0.3736951983298539,0.16648471615720523,0.0,0.0,0.0,1.0,0.015873015873015872,0.07407407407407407,0.21951219512195125,-0.5690880056376272,0.8531614907110054
1.0,white,0.05555555555555556,0.27296450939457206,0.17303493449781654,0.0,0.0,0.0,1.0,0.15873015873015872,0.1111111111111111,0.3170731707317074,-0.5480834530862118,-0.1586214005500592
1.0,white,0.05555555555555556,0.1534446764091858,0.23471615720524014,0.0,1.0,0.0,0.0,0.4285714285714286,0.1111111111111111,0.524390243902439,0.8852997483866021,-0.17905191990705233
1.0,white,0.05555555555555556,0.5433194154488518,0.158296943231441,0.0,0.0,0.0,1.0,0.2222222222222222,0.25925925925925924,0.3170731707317074,-0.557242032042094,-0.1663926933780342
1.0,black,0.05555555555555556,0.28392484342379953,0.13591703056768561,0.0,1.0,0.0,0.0,0.30158730158730157,0.1111111111111111,0.426829268292683,0.870869509987678,-0.160010523148009
1.0,black,0.05555555555555556,0.14196242171189977,0.20032751091703055,0.0,0.0,0.0,1.0,0.30158730158730157,0.1111111111111111,0.426829268292683,-0.5289412933015879,-0.1783536649455862
1.0,black,0.05555555555555556,0.15292275574112735,0.1959606986899563,0.0,1.0,0.0,0.0,0.39682539682539675,0.1111111111111111,0.5,0.8836786893304108,-0.17365382981480182
1.0,black,0.05555555555555556,0.2995824634655532,0.13482532751091697,0.0,0.0,0.0,1.0,0.38095238095238093,0.07407407407407407,0.5,-0.5232620786040143,-0.1907390001035511
1.0,black,0.05555555555555556,0.21711899791231737,0.11626637554585156,0.0,1.0,0.0,0.0,0.38095238095238093,0.18518518518518517,0.46341463414634154,0.8802122851763664,-0.1684344465782844
1.0,white,0.05555555555555556,0.21868475991649272,0.1255458515283842,0.0,0.0,0.0,1.0,0.30158730158730157,0.07407407407407407,0.4390243902439025,-0.5277100421044763,-0.1783835115826741
0.0,black,0.08333333333333334,0.12265135699373697,0.3881004366812227,0.0,0.0,0.0,1.0,0.047619047619047616,0.18518518518518517,0.20731707317073172,-0.5684985324512335,0.8489780616660088
1.0,black,0.05555555555555556,0.10020876826722336,0.5693231441048034,0.0,0.0,0.0,1.0,0.031746031746031744,0.1111111111111111,0.21951219512195125,-0.5708861683407654,-0.14747276609347343
1.0,white,0.05555555555555556,0.4097077244258872,0.10316593886462883,0.0,0.0,0.0,1.0,0.09523809523809523,0.3333333333333333,0.1951219512195122,-0.5649925827937466,-0.1438645040077938
0.0,black,0.08333333333333334,0.10125260960334026,0.3881004366812227,0.0,0.0,0.0,1.0,0.047619047619047616,0.037037037037037035,0.25609756097560976,-0.5625553488211323,0.8455273463331507
